"DIVISION_NO","DIVISION_NAME","DEPARTMENT_NO","DEPARTMENT_NAME","SECT_NO","SECT_NAME","PLANT_NO","PLANT_NAME","PLANT_TYPE","PROVINCE_NAME"
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,"13AL",คาราบาว,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014432",Prod.สุวรรณภูมิ,"13AX",บางปลา 3,CPAC,สมุทรปราการ
"90000142",RMC East,"00020164",East 2,"00020178",ผลิตฉะเชิงเทรา,"13B1",บางนา กม.36/2,CPAC,ฉะเชิงเทรา
"90000140",RMC Metro,"00014302",Metro 3,"00014432",Prod.สุวรรณภูมิ,"13B3",เปรง,CPAC,ฉะเชิงเทรา
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,"13B6",แพรกษา 2,CPAC,สมุทรปราการ
"90000140",RMC Metro,"00014301",Metro 2,"00014404",Prod.รามอินทรา,"13BJ",สายไหม 2,CPAC,ปทุมธานี
"90000140",RMC Metro,"00014300",Metro 1,"00014271",Prod.พระราม 9,"13BL",ทับช้าง,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,"13FW",พระราม 4/5,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,"13FY",บ่อนไก่ 3,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,"13IB",บางปู ( TG),X,สมุทรปราการ
"90000140",RMC Metro,"00014302",Metro 3,"00014431",Prod.บางนา,"13JF",Forestias 5 (TG),X,สมุทรปราการ
"90000140",RMC Metro,"00014302",Metro 3,"00014432",Prod.สุวรรณภูมิ,"13JJ",บางนา กม.35(TG),X,สมุทรปราการ
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,"13JM",TG เสมียนนารี,X,กรุงเทพมหานคร
"90000140",RMC Metro,"00014301",Metro 2,"00014404",Prod.รามอินทรา,"13JO",เทพรักษ์ ( TG),X,กรุงเทพมหานคร
"90000140",RMC Metro,"00014301",Metro 2,"00014404",Prod.รามอินทรา,"13JQ",บางเขน (TG),X,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,"13JX",พระราม 3/3 ( TG),X,กรุงเทพมหานคร
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13L4",อรัญประเทศ ท่าข้าม,CPAC,สระแก้ว
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13L6",บ้านฉาง,CPAC,ระยอง
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13LJ",แกลง,CPAC,ระยอง
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13LM",แหลมแม่พิมพ์,CPAC,ระยอง
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13LN",กบินทร์บุรี 2,CPAC,ปราจีนบุรี
"90000142",RMC East,"00020164",East 2,"00020178",ผลิตฉะเชิงเทรา,"13LO",เกตเวย์ 4,CPAC,ฉะเชิงเทรา
"90000142",RMC East,"00020164",East 2,"00020178",ผลิตฉะเชิงเทรา,"13LP",บางนา กม.36/4,CPAC,ฉะเชิงเทรา
"90000142",RMC East,"00023135",East 3,"00020171",ผลิตบ่อวิน,"13LQ",อมตะซิตี้ 3,CPAC,ชลบุรี
"90000142",RMC East,"00023135",East 3,"00020171",ผลิตบ่อวิน,"13LR",นิคมเครือฯ บปซ.3,CPAC,ระยอง
"90000142",RMC East,"00023135",East 3,"00020171",ผลิตบ่อวิน,"13LS",แม่น้ำคู้,CPAC,ระยอง
"90000142",RMC East,"00020164",East 2,"00023190",ผลิตพานทอง,"13LV",Qmix-X พานทอง,X,ชลบุรี
"90000142",RMC East,"00020163",East 1,"00020176",ผลิตสระบุรี,"13LW",ดาวเรือง X,X,สระบุรี
"90000142",RMC East,"00020163",East 1,"00020176",ผลิตสระบุรี,"13LX",High Speed 4-6 Qmix-X,X,สระบุรี
"90000142",RMC East,"00020164",East 2,"00023190",ผลิตพานทอง,"13M2",เนินโมก,CPAC,ชลบุรี
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13NW",ประจันตคาม,CPAC,ปราจีนบุรี
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13O2",บูรพา ท่าใหม่(FC Type X),X,จันทบุรี
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13O3",บูรพา ท่าหลวง (FC Type X),X,จันทบุรี
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13O4",วี.เอส.คอนกรีต(Type X),X,ปราจีนบุรี
"90000142",RMC East,"00020164",East 2,"00023190",ผลิตพานทอง,"13O5",ซิโนมา Type X,X,ชลบุรี
"90000142",RMC East,"00020164",East 2,"00020178",ผลิตฉะเชิงเทรา,"13O6",แปลงยาว Type X,X,ฉะเชิงเทรา
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13O7",วี.เอส.คอนกรีต2 (Type X),X,ปราจีนบุรี
"90000142",RMC East,"00020164",East 2,"00023190",ผลิตพานทอง,"13OR",กัญญาวีร์ - X,X,ชลบุรี
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13QQ",QMix-X มาบตาพุด1 (TG),X,ระยอง
"90000142",RMC East,"00023135",East 3,"00020172",ผลิตระยอง,"13QR",QMix-X มาบตาพุด2 (TG),X,ระยอง
"90000142",RMC East,"00020163",East 1,"00020177",ผลิตปราจีนบุรี,"13QX",ศาลาลำดวน,CPAC,สระแก้ว
"90000142",RMC East,"00020164",East 2,"00020170",ผลิตศรีราชา,"13QY",Qmix-X บางละมุง,X,ชลบุรี
"90000142",RMC East,"00020163",East 1,"00020176",ผลิตสระบุรี,"13QZ",สระบุรี HSR,CPAC,สระบุรี
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,"13T2",โรจนะ 2,CPAC,พระนครศรีอยุธยา
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,"13UE",บางปะอิน 2,CPAC,พระนครศรีอยุธยา
"90000143",RMC West,"00014548",West 2,"00014615",Prod.เพชรบุรี,"13UI",บายพาสวังมะนาว,CPAC,เพชรบุรี
"90000143",RMC West,"00014547",West 1,"00014670",Prod.อยุธยา,"13YQ",CO1 โรจนะ  (ปิดชั่วคราว),N,พระนครศรีอยุธยา
"90000145",RMC Northeast,"00014248",Northeast 3,"00014242",Prod.สกลนคร,"14A2",บึงกาฬ,CPAC,บึงกาฬ
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"14AI",ปากช่อง 1-รถไฟความเร็วสูง,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"14AJ",ปากช่อง 2-รถไฟความเร็วสูง,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014252",Prod.โคราช-ชัยภูมิ,"14AR",รถไฟความเร็วสูงโคราช-บ้านใหม่ 1,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014252",Prod.โคราช-ชัยภูมิ,"14AS",รถไฟความเร็วสูงโคราช-บ้านใหม่ 2,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14AY",รัตนวาปี,CPAC,หนองคาย
"90000145",RMC Northeast,"00014248",Northeast 3,"00014242",Prod.สกลนคร,"14AZ",นครพนม 4,CPAC,นครพนม
"90000145",RMC Northeast,"00014243",Northeast 2,"00014283",Prod.ร้อยเอ็ด,"14B2",บรบือ,CPAC,มหาสารคาม
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"14B7",ปากช่อง 3 -รถไฟความเร็วสูง,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"14B9",รถไฟความเร็วสูง-โคราช 2,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14EI",FC น้ำพองมิตรภาพ (Type x2),X,ขอนแก่น
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14H3",FC วังสะพุง (Type X2),X,เลย
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14H4",FC อุดร-สามพร้าว (Type N),N,อุดรธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14H5",FC อุดร-มิตรภาพ คูย่งฮวด Type N,N,อุดรธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00014242",Prod.สกลนคร,"14H7",FC นครพนม 5 (Type N),N,นครพนม
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14H8",FC ร้อยเอ็ด3 Type N,N,ร้อยเอ็ด
"90000145",RMC Northeast,"00014243",Northeast 2,"00014246",Prod.อุดรธานี,"14IU",FC พล (Type X2),X,ขอนแก่น
"90000145",RMC Northeast,"00014222",Northeast 1,"00014252",Prod.โคราช-ชัยภูมิ,"14J2",โคราชบ้านโพธิ์ (OEM/X2),X,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"14ฺB7",ปากช่อง 3 -รถไฟความเร็วสูง,CPAC,นครราชสีมา
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"15AQ",FC กาญจนดิษฐ์ (Type X),X,สุราษฎร์ธานี
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15BB",นครศรีฯ-พัทธนันท์,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"15BF",เชิงทะเล 3,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"15BG",สาคู 2,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"15BJ",กะตะ,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"15BL",เทพกระษัตรี ภูเก็ต,CPAC,ภูเก็ต
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15CE",ทุ่งสง 4,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15CF",พีระมิด-นครศรีธรรมราช,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15CP",ซีวิล-สิเกา,CPAC,ตรัง
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15CQ",พีระมิด-ปากพนัง,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15DL",(TG) PTG ทุ่งสง-นครศรีธรรมราช,N,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"15FC",คลองแงะ 2,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"15GA",นบพิตำ-ซี.ซี.จักรกล,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"15GC",ยะลา-พันธ์วิมล,CPAC,ยะลา
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"15HC",สุราษฎร์-พระแสง,CPAC,สุราษฎร์ธานี
"90000144",RMC North,"00014803",North 1,"00014864",Prod.เชียงใหม่1,"19A3",เชียงใหม่-สันทราย 2,CPAC,เชียงใหม่
"90000144",RMC North,"00014806",North 3,"00014991",Prod.นครสวรรค์,"19A9",นครสวรรค์-ชุมแสง 2,CPAC,นครสวรรค์
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,"19AI",เชียงราย-นางแล 2,CPAC,เชียงราย
"90000144",RMC North,"00014806",North 3,"00014991",Prod.นครสวรรค์,"19AJ",นครสวรรค์-ช่องแค 2,CPAC,นครสวรรค์
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,"19AK",เชียงราย-ทางหลวง 118(ตอน 1),CPAC,เชียงราย
"90000144",RMC North,"00014804",North 2,"00014899",Prod.ลำปาง,"19AP",แพร่-ร้องกวาง(FC Co-Area Type X),X,แพร่
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,"19AR",เชียงราย-ริมกก,CPAC,เชียงราย
"90000144",RMC North,"00014806",North 3,"00014991",Prod.นครสวรรค์,"19AS",นครสวรรค์-ทางหลวง 117 (ตอน 1),CPAC,นครสวรรค์
"90000144",RMC North,"00014806",North 3,"00014991",Prod.นครสวรรค์,"19AT",นครสวรรค์-ทางหลวง 117 (ตอน 2),CPAC,นครสวรรค์
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,"19BG",น่าน 3,CPAC,น่าน
"90000144",RMC North,"00014806",North 3,"00014988",Prod.พิษณุโลก,"19CG",อุตรดิตถ์ 2,CPAC,อุตรดิตถ์
"90000144",RMC North,"00014804",North 2,"00014899",Prod.ลำปาง,"19FC",QMix-แม่สอด(TG),X,ตาก
"90000144",RMC North,"00014804",North 2,"00014899",Prod.ลำปาง,"19FD",ลำปาง-เกาะคา(FC Co-Area Type X),X,ลำปาง
"90000144",RMC North,"00014804",North 2,"00014899",Prod.ลำปาง,"19FE",ลำปาง-แม่ทะ(ผาลาด)(FC Co-Area Type X),X,ลำปาง
"90000144",RMC North,"00014804",North 2,"00014898",Prod.เชียงราย,"19FH",OEM เชียงราย-นางแล,N,เชียงราย
"90000144",RMC North,"00014804",North 2,"00014899",Prod.ลำปาง,"19FJ",ลำปาง-ห้างฉัตร(FC Co-Area Type X),X,ลำปาง
"90000144",RMC North,"00014803",North 1,"00014919",Prod.เชียงใหม่2,"19I1",เชียงใหม่-ดอยหล่อ 2,CPAC,เชียงใหม่
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,"310C",รัชวิภา,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,"310L",รัชวิภา 2,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014264",Prod.พระราม 4,"310M",บางโคล่ 3,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014271",Prod.พระราม 9,"310T",พระราม 9/5,CPAC,กรุงเทพมหานคร
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311A",ชุมพร,CPAC,ชุมพร
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311B",สุราษฎร์ธานี,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311C",พุนพิน,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311D",สมุย,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311N",ศรีวิชัย,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311P",ท่ากูบ,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311R",สุราษฎร์-เซาท์เทิร์น,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311S",สุราษฎร์-บางใหญ่,CPAC,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"311T",หลังสวน,CPAC,ชุมพร
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312A",ภูเก็ต,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312C",โคกกลอย,CPAC,พังงา
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"312G",กระบี่,CPAC,กระบี่
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312I",ภูเก็ต 2,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312J",สาคู,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312K",กะทู้,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312L",เชิงทะเล,CPAC,ภูเก็ต
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"312M",อ่าวลึก,CPAC,กระบี่
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312Q",แหลมพันวา,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312S",ฉลอง,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312T",บางโจ,CPAC,ภูเก็ต
"90000141",RMC South,"90000565",South 2,"00010049",Prod.ภูเก็ต,"312U",เชิงทะเล 2,CPAC,ภูเก็ต
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313A",ทุ่งสง,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313B",นครศรีธรรมราช,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313C",นครศรีธรรมราช 2,CPAC,นครศรีธรรมราช
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313E",ตรัง,CPAC,ตรัง
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"313H",พัทลุง,CPAC,พัทลุง
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"313I",ควนขนุน,CPAC,พัทลุง
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313M",ศรีตรัง 2,CPAC,ตรัง
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"313N",ท่าศาลา 2,CPAC,นครศรีธรรมราช
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"3141",เขาใหญ่,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014222",Northeast 1,"00014252",Prod.โคราช-ชัยภูมิ,"3144",ชัยภูมิ 2,CPAC,ชัยภูมิ
"90000145",RMC Northeast,"00014248",Northeast 3,"00014276",Prod.อุบลราชธานี,"3145",สว่างวีระวงศ์,CPAC,อุบลราชธานี
"90000145",RMC Northeast,"00014248",Northeast 3,"00014276",Prod.อุบลราชธานี,"3146",เดชอุดม 2,CPAC,อุบลราชธานี
"90000145",RMC Northeast,"00014243",Northeast 2,"00014282",Prod.ขอนแก่น,"3147",ขอนแก่น-พรหมนิมิต,CPAC,ขอนแก่น
"90000145",RMC Northeast,"00014222",Northeast 1,"00014225",Prod.โคราช-เขาใหญ่,"3148",สูงเนิน 3,CPAC,นครราชสีมา
"90000145",RMC Northeast,"00014243",Northeast 2,"00014283",Prod.ร้อยเอ็ด,"3149",โกสุมพิสัย,CPAC,มหาสารคาม
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314A",สงขลา,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314B",หาดใหญ่ 2,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314O",ปุณณกัณฑ์,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314R",สงขลา-ขุนทอง,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314S",รัตภูมิ 2,CPAC,สงขลา
"90000141",RMC South,"90000566",South 1,"00010080",Prod.นครศรีธรรมราช,"314U",กระบี่น้อย,CPAC,กระบี่
"90000141",RMC South,"90000566",South 1,"00010083",Prod.สงขลา,"314V",หาดใหญ่ 4,CPAC,สงขลา
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"3164",FC ปากน้ำชุมพร (Type X ),X,ชุมพร
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"3165",FC ผาหลวงคอนกรีต,N,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"3166",FC ผาหลวงคอนกรีต 2,N,สุราษฎร์ธานี
"90000141",RMC South,"90000565",South 2,"00009976",Prod.สุราษฏร์ธานี,"3168",FC หนองขรี,N,สุราษฎร์ธานี
"00011544",SMART Structure,"00011545",Operation,"00000727",Production,"319A",ลาดกระบัง,CPAC,กรุงเทพมหานคร
"00011544",SMART Structure,"00011545",Operation,"00000727",Production,"319B",หนองแค,CPAC,สระบุรี
"90000144",RMC North,"00014803",North 1,"00014919",Prod.เชียงใหม่2,"319C",พื้นเชียงใหม่,CPAC,เชียงใหม่
"90000140",RMC Metro,"00014301",Metro 2,"00014403",Prod.รังสิต,"31AC",คลอง 7,CPAC,ปทุมธานี
"90000140",RMC Metro,"00014301",Metro 2,"00014506",Prod.บางบัวทอง,"31AD",สามโคก,CPAC,ปทุมธานี
"90000140",RMC Metro,"00014301",Metro 2,"00014403",Prod.รังสิต,"31AE",เชียงรากใหญ่,CPAC,ปทุมธานี
"90000140",RMC Metro,"00014301",Metro 2,"00014506",Prod.บางบัวทอง,"31AG",รัตนาธิเบศร์,CPAC,นนทบุรี
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,"31AI",บางซ่อน,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014301",Metro 2,"00014506",Prod.บางบัวทอง,"31AJ",ปากเกร็ด,CPAC,นนทบุรี
"90000140",RMC Metro,"00014300",Metro 1,"00014271",Prod.พระราม 9,"31AO",พระราม 9/3 (  แจ้งซ่อม OH เพื่อขาย ),CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014300",Metro 1,"00014388",Prod.บางซื่อ,"31AP",ตลิ่งชัน,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AQ",บางขุนเทียน 2,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AR",บางแค,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AS",บางปลากด 3,CPAC,สมุทรปราการ
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AT",บางมด,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AU",ราษฎร์บูรณะ 2,CPAC,กรุงเทพมหานคร
"90000140",RMC Metro,"00014302",Metro 3,"00014371",Prod.พระราม 2,"31AW",เอกชัย,CPAC,กรุงเทพมหานคร
