row_no,selected,plant_code,plant_name,material_code,material_name,source_category,contract_type,interface_type,effective_date,end_date,main_contract_no,transporter_code,transporter_name,source_code,source_name,source_plant_code,source_plant_name,quantity,distance_km,transport_vehicle,rawmat_price,transport_price,loading_price,crushing_price,gap,rebate,fuel_price_period,fuel_base_price,fuel_step_type,fuel_step,fuel_step_rate,fuel_step_count,fuel_adjust_price,transport_price_after_adjust,crushing_step_type,crushing_step,crushing_step_rate,crushing_adjust_price,crushing_price_after_adjust,due_payment,early_payment_price,total_transportation_price,total_price,market_price
745,,31CC,สะแกงาม 2,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
746,,31CC,สะแกงาม 2,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
747,,31CC,สะแกงาม 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
748,,31CC,สะแกงาม 2,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,20.2,,1404.0,140.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,140.0,,0.0,0.0,0.0,0.0,0,,140.0,1544.0,0
749,,31CC,สะแกงาม 2,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,644.0,,1030.0,672.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,672.0,,0.0,0.0,0.0,0.0,0,,672.0,1702.0,0
750,,31CC,สะแกงาม 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000099,เขาหินสวย,,,30,117.0,รถพ่วง,185.0,154.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,148.16,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,148.16,333.16,0
751,,31CC,สะแกงาม 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000162,โรงโม่หินสโตนวัน จอมบึง,,,30,129.0,,165.0,164.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,156.8,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,156.8,321.8,0
752,,31CC,สะแกงาม 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000162,โรงโม่หินสโตนวัน จอมบึง,,,30,129.0,,165.0,158.16,0.0,0.0,0,0,30.05,32.05,อัตราพิเศษ,0,0.0,0,0.0,158.16,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,158.16,323.16,0
753,,31CC,สะแกงาม 2,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000762,เขาสามง่ามแสงศิลา ราชบุรี,,,0,116.0,,175.0,154.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,148.16,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,148.16,323.16,0
754,,31CC,สะแกงาม 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000762,เขาสามง่ามแสงศิลา ราชบุรี,,,0,116.0,,175.0,154.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,148.16,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,148.16,323.16,0
755,,31CC,สะแกงาม 2,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000099,เขาหินสวย,,,0,117.0,,110.0,154.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,148.16,,0.0,0.0,0.0,0.0,1,0.0,148.16,258.16,0
756,,31CC,สะแกงาม 2,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000099,เขาหินสวย,,,0,117.0,,110.0,154.28,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,148.16,,0.0,0.0,0.0,0.0,1,0.0,148.16,258.16,0
757,,31CC,สะแกงาม 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000668,บริษัท ปฐมศิริโชค บ่อเงิน,,,0,68.0,,140.0,95.2,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,91.76,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,91.76,231.76,0
758,,31CC,สะแกงาม 2,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000668,บริษัท ปฐมศิริโชค บ่อเงิน,,,0,68.0,,140.0,95.2,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,91.76,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,91.76,231.76,0
759,,31CE,สุขสวัสดิ์,C01,SCG Portland Cement Type I,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,145.0,,1454.0,213.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,213.0,,0.0,0.0,0.0,0.0,0,,213.0,1667.0,1694
760,,31CE,สุขสวัสดิ์,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,160.0,,1338.39,228.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,228.0,,0.0,0.0,0.0,0.0,0,,228.0,1566.39,1694
761,,31CE,สุขสวัสดิ์,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,145.0,,1454.0,213.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,213.0,,0.0,0.0,0.0,0.0,0,,213.0,1667.0,1694
762,,31CE,สุขสวัสดิ์,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
763,,31CE,สุขสวัสดิ์,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
764,,31CE,สุขสวัสดิ์,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
765,,31CE,สุขสวัสดิ์,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
766,,31CE,สุขสวัสดิ์,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,16.3,,700.0,120.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,120.0,,0.0,0.0,0.0,0.0,0,,120.0,820.0,0
767,,31CE,สุขสวัสดิ์,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,649.0,,1030.0,677.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,677.0,,0.0,0.0,0.0,0.0,0,,677.0,1707.0,0
768,,31CE,สุขสวัสดิ์,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000162,โรงโม่หินสโตนวัน จอมบึง,,,0,144.0,,165.0,184.32,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,176.84,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,194.84,359.84,0
769,,31CE,สุขสวัสดิ์,R01,"หิน 3/4""-#4",สำรอง,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000162,โรงโม่หินสโตนวัน จอมบึง,,,0,144.0,,165.0,184.32,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,176.84,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,194.84,359.84,0
770,,31CE,สุขสวัสดิ์,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000762,เขาสามง่ามแสงศิลา ราชบุรี,,,30,126.0,,175.0,167.58,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,160.1,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,178.1,353.1,0
771,,31CE,สุขสวัสดิ์,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000762,เขาสามง่ามแสงศิลา ราชบุรี,,,30,126.0,,175.0,167.58,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,160.1,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,178.1,353.1,0
772,,31CE,สุขสวัสดิ์,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000325,หจก.บ่อทรายไทรน้อย,,,0,59.0,,155.0,88.5,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,85.06,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,103.06,258.06,0
773,,31CE,สุขสวัสดิ์,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000325,หจก.บ่อทรายไทรน้อย,,,0,59.0,,155.0,88.5,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,85.06,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,103.06,258.06,0
774,,31CE,สุขสวัสดิ์,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1110753,บจ.เจียมโชตวัฒน์,V000000668,บริษัท ปฐมศิริโชค บ่อเงิน,,,30,73.0,รถเทรลเลอร์,140.0,113.36,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,109.92,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,127.92,267.92,0
775,,31CE,สุขสวัสดิ์,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1110753,บจ.เจียมโชตวัฒน์,V000000668,บริษัท ปฐมศิริโชค บ่อเงิน,,,30,73.0,รถเทรลเลอร์,140.0,113.36,18.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,0.86,-4,-3.44,109.92,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,1,0.0,127.92,267.92,0
776,,31CG,บางบัวทอง,C03,OPC for RMC (High Belite Cement),หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1321.0,โรงงานท่าหลวง,0,102.0,,1547.29,143.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,143.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,143.0,1690.29,1694
777,,31CG,บางบัวทอง,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,116.0,,1338.39,151.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,151.0,,0.0,0.0,0.0,0.0,0,,151.0,1489.39,1694
778,,31CG,บางบัวทอง,C30,SCG Hybrid gen II,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,119.0,,1540.0,155.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,155.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,155.0,1695.0,1694
779,,31CG,บางบัวทอง,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
780,,31CG,บางบัวทอง,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,109.0,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
781,,31CG,บางบัวทอง,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
782,,31CG,บางบัวทอง,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
783,,31CG,บางบัวทอง,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,608.0,,1030.0,635.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,635.0,,0.0,0.0,0.0,0.0,0,,635.0,1665.0,0
784,,31CG,บางบัวทอง,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-14,,1038943,บจ.วรพิชัย,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,30,125.0,รถพ่วง,183.19,174.72,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,168.6,,0.0,0.0,0.0,0.0,1,0.0,168.6,351.79,0
785,,31CG,บางบัวทอง,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-15,2026-02-28,,1038943,บจ.วรพิชัย,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,30,125.0,รถพ่วง,183.19,174.72,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.53,-4,-6.12,168.6,,0.0,0.0,0.0,0.0,1,0.0,168.6,351.79,0
786,,31CG,บางบัวทอง,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1038943,บจ.วรพิชัย,1093193,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซสแอนด์ โปรดักส์,,,0,131.0,,120.0,183.66,0.0,0.0,0,0,30.05,32.05,อัตรามาตรฐาน,0,1.87,-4,-7.48,176.18,,0.0,0.0,0.0,0.0,1,0.0,176.18,296.18,0
